日期,主队,客队,主队主力,客队主力,主队队员,客队队员,主队得分,客队得分,主队疲劳,客队疲劳
2019-10-12,鹈鹕,爵士,"['约什-哈特' '德里克-费沃斯' '肯里奇-威廉姆斯' '贾克森-海斯' '尼科勒-梅利' 'Zylan Cheatham'
 'Javon Bess' '约什-格雷' 'Jalen Adams']",['乔-英格尔斯' '埃德-戴维斯' '乔治-尼昂' '斯坦顿-基德' '尼格尔-威廉姆斯-戈斯' '米耶-奥尼'],"['朗佐-鲍尔' '约什-哈特' '蔡恩-威廉森' '布兰登-英格拉姆' '德里克-费沃斯' '肯里奇-威廉姆斯' '弗兰克-杰克逊'
 '贾克森-海斯' '尼基尔-亚历山大-沃克' '尼科勒-梅利' 'Zylan Cheatham' 'Javon Bess' '约什-格雷'
 'Jalen Adams']","['多诺万-米切尔' '迈克-康利' '博扬-波格丹诺维奇' '罗伊斯-奥尼尔' '鲁迪-戈贝尔' '乔-英格尔斯' '杰夫-格林'
 '埃德-戴维斯' '乔治-尼昂' '托尼-布拉德利' '斯坦顿-基德' '尼格尔-威廉姆斯-戈斯' '米耶-奥尼']",128.0,127.0,0,0
2019-10-12,黄蜂,76人,['科迪-泽勒' '迈克尔-基德-吉尔克里斯特' '俾斯麦-比永博' '吉列尔莫-埃尔南戈麦斯'],['谢克-米尔顿' '马蒂斯-赛布尔' '劳尔-内托' '凯尔-奥奎因' '富尔坎-科尔克马兹' '特雷-伯克' '诺维尔-佩莱'],"['德维恩-培根' '特里-罗齐尔' 'PJ-华盛顿' '迈尔斯-布里奇斯' '科迪-泽勒' '德文特-格雷厄姆' '凯莱布-马丁'
 '迈克尔-基德-吉尔克里斯特' '俾斯麦-比永博' '吉列尔莫-埃尔南戈麦斯']","['约什-理查德森' '本-西蒙斯' '托拜厄斯-哈里斯' '谢克-米尔顿' '艾尔-霍弗德' '马蒂斯-赛布尔' '劳尔-内托' '迈克-斯科特'
 '凯尔-奥奎因' '詹姆斯-恩尼斯' '富尔坎-科尔克马兹' '特雷-伯克' '诺维尔-佩莱']",87.0,100.0,0,0
2019-10-13,开拓者,太阳,"['肯特-贝兹莫尔' '安东尼-托利弗' '斯卡尔-拉比西埃' '马里奥-海佐尼亚' '杰伦-赫尔德' 'Moses Brown'
 '特洛伊-科佩恩' 'Keljin Blevins']",['米卡尔-布里奇斯' '达里奥-沙里奇' '阿隆-贝恩斯' '泰-杰罗姆' '谢赫-迪亚洛' '杰伦-勒丘' 'Jared Harper'],"['CJ-麦科勒姆' '达米安-利拉德' '肯特-贝兹莫尔' '安东尼-托利弗' '哈桑-怀特塞德' '安芬尼-西蒙斯' '扎克-科林斯'
 '斯卡尔-拉比西埃' '马里奥-海佐尼亚' '小加里-特伦特' '杰伦-赫尔德' 'Moses Brown' '特洛伊-科佩恩'
 'Keljin Blevins']","['杰文-卡特' '凯利-乌布雷' '米卡尔-布里奇斯' '达里奥-沙里奇' '阿隆-贝恩斯' '弗兰克-卡明斯基' '卡梅伦-约翰逊'
 '泰勒-约翰逊' '泰-杰罗姆' '谢赫-迪亚洛' '杰伦-勒丘' 'Jared Harper']",118.0,134.0,0,0
2019-10-14,凯尔特人,骑士,"['戈登-海沃德' '丹尼尔-泰斯' '特里蒙特-沃特斯' '谢米-奥杰莱' '格兰特-威廉姆斯' '埃内斯-坎特' '罗伯特-威廉姆斯'
 '哈维特-格林' '塔科-法尔' '樊尚-普瓦里耶' '亚特-马滕']","['马修-戴拉维多瓦' '贾雷尔-马丁' '丹尼尔-汉密尔顿' 'Marques Bolden' '布兰登-奈特' 'JP-马楚拉'
 '蒂莫泰-卢瓦乌-卡巴罗' '迪安-韦德']","['戈登-海沃德' '肯巴-沃克' '杰森-塔特姆' '杰伦-布朗' '丹尼尔-泰斯' '马克思-斯特鲁斯' '特里蒙特-沃特斯'
 '卡森-爱德华兹' '马库斯-斯马特' '谢米-奥杰莱' '格兰特-威廉姆斯' '埃内斯-坎特' '罗伯特-威廉姆斯' '哈维特-格林'
 '塔科-法尔' '樊尚-普瓦里耶' '亚特-马滕']","['科林-塞克斯顿' '马修-戴拉维多瓦' '切迪-奥斯曼' '小拉里-南斯' '贾雷尔-马丁' '丹尼尔-汉密尔顿' '小凯文-波特'
 'Marques Bolden' '辛达里厄斯-桑韦尔' '布兰登-奈特' 'JP-马楚拉' '乔丹-克拉克森' '蒂莫泰-卢瓦乌-卡巴罗'
 '迪安-韦德']",118.0,72.0,0,0
2019-10-14,奇才,雄鹿,['克里斯-奇奥萨' '阿德米拉尔-斯科菲尔德' '戴维斯-贝尔坦斯' 'Phil Booth' '贾斯廷-安德森'],['乔治-希尔' '韦斯利-马修斯' '萨纳西斯-阿德托昆博' '凯尔-科沃尔' '弗兰克-梅森'],"['布拉德利-比尔' '八村垒' '托马斯-布莱恩特' '克里斯-奇奥萨' '莫里茨-瓦格纳' '阿德米拉尔-斯科菲尔德' '戴维斯-贝尔坦斯'
 '加里森-马修斯' 'Phil Booth' '贾斯廷-安德森']","['乔治-希尔' '韦斯利-马修斯' '克里斯-米德尔顿' '艾森-伊利亚索瓦' '布鲁克-洛佩斯' '唐特-迪温琴佐' '斯特林-布朗'
 '德拉甘-本德尔' '萨纳西斯-阿德托昆博' '凯尔-科沃尔' '弗兰克-梅森']",108.0,115.0,0,0
2019-10-14,猛龙,公牛,"['特伦斯-戴维斯' '帕特里克-麦考' '马尔科姆-米勒' '斯坦利-约翰逊' '卡梅伦-佩恩' '奥谢-布里塞特' '朗戴-霍利斯-杰弗森'
 '德文-罗宾逊' '以赛亚-泰勒' '萨加巴-科纳特']","['托马什-萨托兰斯基' '温德尔-卡特' '克里斯-邓恩' '赛迪斯-杨' '卢克-科内特' '里安-阿尔奇迪亚科诺' '丹尼尔-加福德'
 '亚当']","['特伦斯-戴维斯' '帕特里克-麦考' 'OG-阿奴诺比' '马尔科姆-米勒' '克里斯-布歇' '斯坦利-约翰逊' '德万-埃尔南德斯'
 '马特-托马斯' '卡梅伦-佩恩' '奥谢-布里塞特' '朗戴-霍利斯-杰弗森' '德文-罗宾逊' '以赛亚-泰勒' '萨加巴-科纳特']","['扎克-拉文' '托马什-萨托兰斯基' '劳里-马尔卡宁' '奥托-波特' '温德尔-卡特' '科比-怀特' '克里斯-邓恩' '赛迪斯-杨'
 '卢克-科内特' '里安-阿尔奇迪亚科诺' '丹尼尔-加福德' '亚当']",91.0,105.0,0,0
2019-10-14,马刺,鹈鹕,"['特雷-莱尔斯' '雅各布-珀尔特尔' '德里克-怀特' '朗尼-沃克' '德鲁-尤班克斯' '奇梅齐耶-梅图' '奎因达里-韦瑟斯庞'
 '凯尔登-约翰逊']","['朗佐-鲍尔' '肯里奇-威廉姆斯' '伊托万-摩尔' '尼科勒-梅利' '贾利尔-奥卡福' 'Kavell Bigby-Williams'
 'Jalen Adams']","['布林-福布斯' '德章泰-默里' '德马尔-德罗赞' '特雷-莱尔斯' '雅各布-珀尔特尔' '德马雷-卡罗尔' '德里克-怀特'
 '马科-贝里内利' '帕蒂-米尔斯' '朗尼-沃克' '德鲁-尤班克斯' '奇梅齐耶-梅图' '奎因达里-韦瑟斯庞' '凯尔登-约翰逊']","['朗佐-鲍尔' '朱-霍勒迪' '蔡恩-威廉森' '布兰登-英格拉姆' '尼基尔-亚历山大-沃克' '肯里奇-威廉姆斯' '伊托万-摩尔'
 '尼科勒-梅利' '弗兰克-杰克逊' '贾利尔-奥卡福' 'Kavell Bigby-Williams' 'Jalen Adams']",114.0,123.0,0,0
2019-10-14,魔术,76人,['迈克尔-卡特-威廉姆斯' 'DJ-奥古斯丁' '肯-伯奇' '梅尔文-弗雷泽' '阿米尔-杰弗森' 'BJ-约翰逊' '艾萨克-亨弗里斯'],"['凯尔-奥奎因' '迈克-斯科特' '富尔坎-科尔克马兹' '谢克-米尔顿' '扎伊尔-史密斯' '乔纳-博尔登' '劳尔-内托'
 '诺维尔-佩莱' '海伍德-海史密斯' '克里斯特-柯马杰']","['迈克尔-卡特-威廉姆斯' 'DJ-奥古斯丁' '阿龙-戈登' '乔纳森-艾萨克' '穆罕默德-班巴' '马克尔-富尔茨' '肯-伯奇'
 '梅尔文-弗雷泽' '艾尔-法鲁克-阿米奴' '韦斯利-艾旺杜' '阿米尔-杰弗森' 'BJ-约翰逊' '艾萨克-亨弗里斯']","['约什-理查德森' '本-西蒙斯' '托拜厄斯-哈里斯' '艾尔-霍弗德' '乔尔-恩比德' '马蒂斯-赛布尔' '凯尔-奥奎因'
 '詹姆斯-恩尼斯' '迈克-斯科特' '富尔坎-科尔克马兹' '谢克-米尔顿' '扎伊尔-史密斯' '乔纳-博尔登' '劳尔-内托'
 '马里亚尔-沙约克' '诺维尔-佩莱' '海伍德-海史密斯' '克里斯特-柯马杰']",94.0,126.0,0,0
2019-10-15,太阳,掘金,"['里基-卢比奥' '米卡尔-布里奇斯' '阿隆-贝恩斯' '杰文-卡特' '泰-杰罗姆' '谢赫-迪亚洛' '杰伦-勒丘'
 'Norense Odiase']",['托里-克雷格' '尼古拉-约基奇' '威尔-巴顿' '胡安-埃尔南戈麦斯' '贾里德-范德比尔特' 'PJ-多齐尔'],"['德文-布克' '里基-卢比奥' '凯利-乌布雷' '米卡尔-布里奇斯' '德安德烈-艾顿' '卡梅伦-约翰逊' '阿隆-贝恩斯'
 '弗兰克-卡明斯基' '杰文-卡特' '泰-杰罗姆' '谢赫-迪亚洛' '杰伦-勒丘' '埃利-奥科博' 'Norense Odiase']","['贾马尔-默里' '加里-哈里斯' '杰拉米-格兰特' '托里-克雷格' '尼古拉-约基奇' '小迈克尔-波特' '梅森-普拉姆利'
 '威尔-巴顿' '胡安-埃尔南戈麦斯' '蒙特-莫里斯' '贾里德-范德比尔特' 'PJ-多齐尔']",102.0,107.0,0,0
2019-10-15,湖人,勇士,['亚历克斯-卡鲁索' '肯塔维厄斯-考德威尔-波普' '大卫-斯托克顿' '迪米特里厄斯-杰克逊' '科斯塔斯-阿德托昆博'],"['格伦-罗宾逊三世' '雅各布-埃文斯' '阿方索-麦金尼' 'Juan Toscano-Anderson' '奥马里-斯佩尔曼' '凯-鲍曼'
 '安德鲁-哈里森']","['小扎克-诺维尔' '亚历克斯-卡鲁索' '肯塔维厄斯-考德威尔-波普' '德怀特-霍华德' 'Devontae Cacok' '大卫-斯托克顿'
 '迪米特里厄斯-杰克逊' '贾维尔-麦基' '科斯塔斯-阿德托昆博']","['乔丹-普尔' '斯蒂芬-库里' '埃里克-帕斯卡尔' '格伦-罗宾逊三世' '马基斯-克里斯' '雅各布-埃文斯' '阿方索-麦金尼'
 '达米恩-李' 'Juan Toscano-Anderson' '奥马里-斯佩尔曼' '凯-鲍曼' '安德鲁-哈里森']",86.5,96.33333333333333,0,0
2019-10-15,灰熊,黄蜂,['凯尔-安德森' '泰厄斯-琼斯' '伊万-拉布' '迈尔斯-普拉姆利' '达斯迪-汉纳斯' '约翰-康查尔'],['科迪-泽勒' '马文-威廉姆斯' '吉列尔莫-埃尔南戈麦斯' '科比-西蒙斯' '艾哈迈德-希尔' '俾斯麦-比永博'],"['格雷森-阿伦' '贾-莫兰特' '杰-克劳德' '布兰登-克拉克' '小贾伦-杰克逊' '凯尔-安德森' '泰厄斯-琼斯' '伊万-拉布'
 '马尔科-古杜里克' '狄龙-布鲁克斯' '迈尔斯-普拉姆利' '达斯迪-汉纳斯' '约翰-康查尔']","['特里-罗齐尔' '德维恩-培根' '迈尔斯-布里奇斯' 'PJ-华盛顿' '科迪-泽勒' '德文特-格雷厄姆' '马文-威廉姆斯'
 '马利克-蒙克' '吉列尔莫-埃尔南戈麦斯' '凯莱布-马丁' '科比-西蒙斯' '艾哈迈德-希尔' '俾斯麦-比永博']",99.0,120.0,0,0
2019-10-15,热火,老鹰,['吉米-巴特勒' '邓肯-罗宾逊' 'KZ-奥克帕拉' '克里斯-席尔瓦'],['卡姆-雷迪什' '亚历克斯-莱恩' '文斯-卡特' '达米安-琼斯' '布鲁诺-费尔南多' '布兰登-古德温' '埃文-特纳'],"['贾斯蒂斯-温斯洛' '泰勒-希罗' '吉米-巴特勒' '巴姆-阿德巴约' '迈耶斯-伦纳德' '小德里克-琼斯' '邓肯-罗宾逊'
 '戈兰-德拉季奇' '肯德里克-纳恩' 'KZ-奥克帕拉' '克里斯-席尔瓦']","['特雷-杨' '卡姆-雷迪什' '约翰-科林斯' '德安德烈-亨特' '亚历克斯-莱恩' '德安德烈-本布里' '贾巴里-帕克' '文斯-卡特'
 '达米安-琼斯' '布鲁诺-费尔南多' '布兰登-古德温' '埃文-特纳']",120.0,87.0,0,0
2019-10-15,爵士,国王,"['迈克-康利' '乔-英格尔斯' '罗伊斯-奥尼尔' '伊曼纽尔-穆迪埃' '埃德-戴维斯' '乔治-尼昂' '斯坦顿-基德'
 '贾斯廷-赖特-福尔曼']",['哈里森-巴恩斯' '德维恩-戴德蒙' '内马尼亚-别利察' '约吉-费雷尔' '韦尼恩-加布里埃尔' '凯莱布-斯瓦尼根' '贾斯廷-詹姆斯'],"['多诺万-米切尔' '迈克-康利' '博扬-波格丹诺维奇' '杰夫-格林' '鲁迪-戈贝尔' '乔-英格尔斯' '罗伊斯-奥尼尔'
 '伊曼纽尔-穆迪埃' '埃德-戴维斯' '乔治-尼昂' '斯坦顿-基德' '托尼-布拉德利' '贾斯廷-赖特-福尔曼']","['巴迪-希尔德' '达龙-福克斯' '马文-巴格利' '哈里森-巴恩斯' '德维恩-戴德蒙' '波格丹-波格丹诺维奇' '内马尼亚-别利察'
 '约吉-费雷尔' '韦尼恩-加布里埃尔' '里乔恩-霍姆斯' '凯莱布-斯瓦尼根' '贾斯廷-詹姆斯']",115.0,128.0,0,0
2019-10-15,独行侠,雷霆,['德朗-赖特' '考特尼-李' '何塞-巴里亚' '约什-里夫斯' '塞思-库里' '以赛亚-罗比' 'Dakota Mathias'],"['丹尼斯-施罗德' '纳伦斯-诺埃尔' '贾斯廷-巴顿' '阿卜杜勒-纳迪尔' '德翁特-伯顿' '德文-霍尔' '迈克-穆斯卡拉'
 '吕冈茨-多尔特']","['卢卡-东契奇' '德朗-赖特' '克里斯塔普斯-波尔津吉斯' '考特尼-李' '马克西-克勒贝尔' '贾斯廷-杰克逊' '小蒂姆-哈达威'
 '何塞-巴里亚' '约什-里夫斯' '塞思-库里' '以赛亚-罗比' 'Dakota Mathias']","['谢伊-吉尔杰斯-亚历山大' '丹尼斯-施罗德' '哈米杜-迪亚洛' '达尼罗-加里纳利' '纳伦斯-诺埃尔' '达里厄斯-贝兹利'
 '贾斯廷-巴顿' '阿卜杜勒-纳迪尔' '德翁特-伯顿' '德文-霍尔' '迈克-穆斯卡拉' '吕冈茨-多尔特']",113.25,67.33333333333333,0,0
2019-10-16,76人,活塞,"['富尔坎-科尔克马兹' '谢克-米尔顿' '迈克-斯科特' '特雷-伯克' '凯尔-奥奎因' '扎伊尔-史密斯' '诺维尔-佩莱'
 '乔纳-博尔登' '马里亚尔-沙约克' '劳尔-内托']","['索恩-梅克' '兰斯顿-加洛韦' '斯维亚托斯拉夫-米哈伊柳克' '乔-约翰逊' '蒂姆-弗雷泽' '塞古-敦布亚' '凯里-托马斯'
 'Donta Hall']","['约什-理查德森' '马蒂斯-赛布尔' '托拜厄斯-哈里斯' '富尔坎-科尔克马兹' '乔尔-恩比德' '谢克-米尔顿' '迈克-斯科特'
 '特雷-伯克' '凯尔-奥奎因' '扎伊尔-史密斯' '诺维尔-佩莱' '乔纳-博尔登' '马里亚尔-沙约克' '劳尔-内托']","['布鲁斯-布朗' '雷吉-杰克逊' '托尼-斯内尔' '卢克-肯纳德' '索恩-梅克' '克里斯蒂安-伍德' '德里克-罗斯' '兰斯顿-加洛韦'
 '斯维亚托斯拉夫-米哈伊柳克' '乔-约翰逊' '蒂姆-弗雷泽' '塞古-敦布亚' '凯里-托马斯' 'Donta Hall']",106.0,86.0,0,0
2019-10-16,步行者,森林狼,['埃德蒙-萨姆纳' '贾斯廷-霍勒迪' 'TJ-麦康奈尔' '阿龙-霍勒迪' 'TJ-利夫' '阿利兹-约翰逊 ' '亚卡尔-桑普森'],['杰夫-蒂格' '罗伯特-科温顿' '约什-奥科吉' '诺阿-冯莱' '凯勒-马丁' '杰伦-诺埃尔' '乔丹-贝尔' '特雷韦恩-格雷厄姆'],"['杰里米-兰姆' '马尔科姆-布罗格登' '多曼塔斯-萨博尼斯' 'TJ-沃伦' '迈尔斯-特纳' '埃德蒙-萨姆纳' '戈加-比塔泽'
 '贾斯廷-霍勒迪' 'TJ-麦康奈尔' '道格-麦克德莫特' '阿龙-霍勒迪' 'TJ-利夫' '阿利兹-约翰逊 ' '亚卡尔-桑普森']","['杰夫-蒂格' '安德鲁-威金斯' '罗伯特-科温顿' '杰克-莱曼' '卡尔-安东尼-唐斯' '约什-奥科吉' '贾勒特-卡尔弗'
 '沙巴兹-内皮尔' '诺阿-冯莱' '凯勒-马丁' '杰伦-诺埃尔' '乔丹-贝尔' '特雷韦恩-格雷厄姆']",111.0,119.0,0,0
2019-10-16,骑士,凯尔特人,['切迪-奥斯曼' '凯文-乐福' '贾雷尔-马丁' '小凯文-波特' 'Marques Bolden' '小拉里-南斯' '迪安-韦德'],['谢米-奥杰莱' '格兰特-威廉姆斯' '樊尚-普瓦里耶' '塔科-法尔' '凯泽-盖茨'],"['科林-塞克斯顿' '切迪-奥斯曼' '凯文-乐福' '贾雷尔-马丁' '小凯文-波特' '达里厄斯-加兰' 'Marques Bolden'
 '乔丹-克拉克森' '小拉里-南斯' '迪安-韦德']","['布拉德-沃纳梅克' '卡森-爱德华兹' '谢米-奥杰莱' '格兰特-威廉姆斯' '哈维特-格林' '特里蒙特-沃特斯' '马克思-斯特鲁斯'
 '樊尚-普瓦里耶' '塔科-法尔' '凯泽-盖茨']",100.91666666666667,77.66666666666667,0,0
2019-10-17,尼克斯,老鹰,['丹尼斯-史密斯' '弗朗克-尼利基纳' '米切尔-罗宾逊' '韦恩-艾灵顿'],['卡姆-雷迪什' '布鲁诺-费尔南多' '埃文-特纳'],"['RJ-巴雷特' '丹尼斯-史密斯' '朱利叶斯-兰德尔' '马库斯-莫里斯' '博比-波蒂斯' '弗朗克-尼利基纳' '凯文-诺克斯'
 '米切尔-罗宾逊' '韦恩-艾灵顿' '泰-吉布森']","['特雷-杨' '卡姆-雷迪什' '约翰-科林斯' '德安德烈-亨特' '德安德烈-本布里' '文斯-卡特' '贾巴里-帕克' '布鲁诺-费尔南多'
 '埃文-特纳']",96.0,100.0,0,0
2019-10-17,湖人,勇士,"['丹尼-格林' '肯塔维厄斯-考德威尔-波普' '亚历克斯-卡鲁索' '贾里德-杜德利' '小扎克-诺维尔' '迪米特里厄斯-杰克逊'
 '雷吉-赫恩']",['雅各布-埃文斯' '凯-鲍曼' 'Kavion Pippen' '安德鲁-哈里森'],"['埃弗里-布拉德利' '丹尼-格林' '安东尼-戴维斯' '勒布朗-詹姆斯' '贾维尔-麦基' '肯塔维厄斯-考德威尔-波普'
 '亚历克斯-卡鲁索' '贾里德-杜德利' '德怀特-霍华德' '奎因-库克' '小扎克-诺维尔' 'Devontae Cacok'
 '迪米特里厄斯-杰克逊' '雷吉-赫恩']","['丹吉洛-拉塞尔' '雅各布-埃文斯' '德雷蒙德-格林' '马基斯-克里斯' '埃里克-帕斯卡尔' '乔丹-普尔' '达米恩-李' '凯-鲍曼'
 'Kavion Pippen' '安德鲁-哈里森']",135.5,61.66666666666667,0,0
2019-10-17,爵士,开拓者,['罗伊斯-奥尼尔' '博扬-波格丹诺维奇' '乔-英格尔斯' '伊曼纽尔-穆迪埃' '乔治-尼昂'],"['罗德尼-胡德' '哈桑-怀特塞德' '肯特-贝兹莫尔' '马里奥-海佐尼亚' '安东尼-托利弗' '斯卡尔-拉比西埃' '特洛伊-科佩恩'
 '摩西-布朗']","['多诺万-米切尔' '迈克-康利' '罗伊斯-奥尼尔' '博扬-波格丹诺维奇' '鲁迪-戈贝尔' '乔-英格尔斯' '伊曼纽尔-穆迪埃'
 '杰夫-格林' '乔治-尼昂' '托尼-布拉德利']","['达米安-利拉德' 'CJ-麦科勒姆' '罗德尼-胡德' '扎克-科林斯' '哈桑-怀特塞德' '肯特-贝兹莫尔' '马里奥-海佐尼亚'
 '安芬尼-西蒙斯' '安东尼-托利弗' '斯卡尔-拉比西埃' '特洛伊-科佩恩' '摩西-布朗']",118.0,126.0,0,0
2019-10-17,雷霆,灰熊,['丹尼斯-施罗德' '阿卜杜勒-纳迪尔' '达里厄斯-贝兹利' '德翁特-伯顿' '迈克-穆斯卡拉' '贾斯廷-巴顿' '吕冈茨-多尔特'],['凯尔-安德森' '约翰-康查尔' '所罗门-希尔' '伊万-拉布' '迈尔斯-普拉姆利' '渡边雄太'],"['谢伊-吉尔杰斯-亚历山大' '丹尼斯-施罗德' '达尼罗-加里纳利' '阿卜杜勒-纳迪尔' '史蒂文-亚当斯' '达里厄斯-贝兹利'
 '德翁特-伯顿' '德文-霍尔' '迈克-穆斯卡拉' '贾斯廷-巴顿' '吕冈茨-多尔特']","['泰厄斯-琼斯' '格雷森-阿伦' '狄龙-布鲁克斯' '凯尔-安德森' '小贾伦-杰克逊' '马尔科-古杜里克' '约翰-康查尔'
 '所罗门-希尔' '布鲁诺-卡博克洛' '伊万-拉布' '迈尔斯-普拉姆利' '渡边雄太']",119.0,124.0,0,0
2019-10-17,黄蜂,活塞,['科迪-泽勒' '科比-西蒙斯' '吉列尔莫-埃尔南戈麦斯' '罗伯特-弗兰克斯' '杰伦-麦克丹尼尔斯' '艾哈迈德-希尔'],['蒂姆-弗雷泽' '布鲁斯-布朗' '兰斯顿-加洛韦' '斯维亚托斯拉夫-米哈伊柳克' '乔-约翰逊' '索恩-梅克' '乔丹-博恩'],"['德文特-格雷厄姆' '德维恩-培根' 'PJ-华盛顿' '迈尔斯-布里奇斯' '科迪-泽勒' '凯莱布-马丁' '马利克-蒙克'
 '科比-西蒙斯' '吉列尔莫-埃尔南戈麦斯' '罗伯特-弗兰克斯' '杰伦-麦克丹尼尔斯' '艾哈迈德-希尔']","['蒂姆-弗雷泽' '布鲁斯-布朗' '托尼-斯内尔' '马基夫-莫里斯' '安德烈-德拉蒙德' '兰斯顿-加洛韦' '斯维亚托斯拉夫-米哈伊柳克'
 '克里斯蒂安-伍德' '乔-约翰逊' '索恩-梅克' '乔丹-博恩']",110.0,116.0,0,1
2019-10-18,公牛,老鹰,['托马什-萨托兰斯基' '温德尔-卡特' '卢克-科内特' '赛迪斯-杨' '丹尼尔-加福德' '亚当' '贾斯廷-西蒙' '米尔顿-多伊尔'],"['亚历克斯-莱恩' '布兰登-古德温' '布鲁诺-费尔南多' '达米安-琼斯' '查理-布朗' '阿尔莫尼-布鲁克斯' '阿尔莫尼-布鲁克斯'
 '塔赫雷-麦考尔' '马库斯-德里克森']","['扎克-拉文' '托马什-萨托兰斯基' '劳里-马尔卡宁' '奥托-波特' '温德尔-卡特' '科比-怀特' '卢克-科内特' '赛迪斯-杨'
 '丹尼尔-加福德' '亚当' '贾斯廷-西蒙' '米尔顿-多伊尔']","['德安德烈-本布里' '特雷-杨' '贾巴里-帕克' '德安德烈-亨特' '亚历克斯-莱恩' '布兰登-古德温' '布鲁诺-费尔南多'
 '达米安-琼斯' '查理-布朗' '文斯-卡特' '阿尔莫尼-布鲁克斯' '阿尔莫尼-布鲁克斯' '乔丹-希伯特' '乔丹-希伯特'
 '塔赫雷-麦考尔' '马库斯-德里克森']",111.0,112.0,0,1
2019-10-18,快船,独行侠,['兰德里-沙梅特' '特伦斯-曼' '杰迈克尔-格林' '伊维察-祖巴茨' '德里克-沃顿' '莫里斯-哈克利斯' '乔纳森-莫特利'],['德朗-赖特' '马克西-克勒贝尔' '考特尼-李' '博班-马里亚诺维奇' '何塞-巴里亚' '以赛亚-罗比' '安东尼斯-克利夫兰'],"['兰德里-沙梅特' '特伦斯-曼' '科怀-伦纳德' '杰迈克尔-格林' '伊维察-祖巴茨' '杰罗姆-罗宾逊' '蒙特雷兹-哈勒尔'
 '德里克-沃顿' '莫里斯-哈克利斯' '帕特里克-帕特森' '乔纳森-莫特利']","['卢卡-东契奇' '德朗-赖特' '克里斯塔普斯-波尔津吉斯' '杰伦-布伦森' '马克西-克勒贝尔' '贾斯廷-杰克逊' '小蒂姆-哈达威'
 '考特尼-李' '博班-马里亚诺维奇' '何塞-巴里亚' '以赛亚-罗比' '安东尼斯-克利夫兰']",87.0,102.0,0,0
2019-10-18,掘金,开拓者,['加里-哈里斯' '托里-克雷格' '胡安-埃尔南戈麦斯' 'PJ-多齐尔' '弗拉特科-钱查尔' '贾里德-范德比尔特' '泰勒-泽勒'],['安东尼-托利弗' '杰伦-赫尔德' '伦敦-珀兰特斯' '摩西-布朗' '特洛伊-科佩恩'],"['贾马尔-默里' '加里-哈里斯' '保罗-米尔萨普' '托里-克雷格' '尼古拉-约基奇' '威尔-巴顿' '蒙特-莫里斯' '马利克-比斯利'
 '梅森-普拉姆利' '胡安-埃尔南戈麦斯' '杰拉米-格兰特' '小迈克尔-波特' 'PJ-多齐尔' '弗拉特科-钱查尔' '贾里德-范德比尔特'
 '泰勒-泽勒']","['安芬尼-西蒙斯' '肯特-贝兹莫尔' '安东尼-托利弗' '罗德尼-胡德' '扎克-科林斯' '马里奥-海佐尼亚' '小加里-特伦特'
 '杰伦-赫尔德' '斯卡尔-拉比西埃' '凯尔金-布莱文斯' '伦敦-珀兰特斯' '摩西-布朗' '特洛伊-科佩恩' '布莱文斯']",107.0,102.5,0,1
